dataset,location,year,month,day,date,data_quality,max_temp_c,max_temp_flag,min_temp_c,min_temp_flag,mean_temp_c,mean_temp_flag,heat_deg_days_c,heat_deg_days_flag,cool_deg_days_c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip_mm,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km_h,spd_of_max_gust_flag,season,lessons,promotion
ec_climate_daily,LA MACAZA QC 5599,2014,12,10,2014-12-10,NA,-1,NA,-4,NA,-2.5,NA,20.5,NA,0,NA,0,NA,7,NA,7,NA,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,11,2014-12-11,NA,-1,NA,-4,NA,-2.5,NA,20.5,NA,0,NA,0,NA,1,NA,1,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,12,2014-12-12,NA,0,NA,-3,NA,-1.5,NA,19.5,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,13,2014-12-13,NA,-3,NA,-6,NA,-4.5,NA,22.5,NA,0,NA,0,NA,0,NA,0,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,14,2014-12-14,NA,-1.5,NA,-10,NA,-5.8,NA,23.8,NA,0,NA,0,NA,0,NA,0,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,15,2014-12-15,NA,-2,NA,-3,NA,-2.5,NA,20.5,NA,0,NA,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,16,2014-12-16,NA,0,NA,-3,NA,-1.5,NA,19.5,NA,0,NA,0,NA,1,NA,1,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,17,2014-12-17,NA,1,NA,NA,M,NA,M,NA,M,NA,M,2,NA,4,NA,6,NA,14,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,18,2014-12-18,NA,-2,NA,-4,NA,-3,NA,21,NA,0,NA,0,NA,0,NA,0,NA,20,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,19,2014-12-19,NA,-3,NA,-13,NA,-8,NA,26,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,20,2014-12-20,NA,-1,NA,-21,NA,-11,NA,29,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,21,2014-12-21,NA,-3.5,NA,-19,NA,-11.3,NA,29.3,NA,0,NA,0,NA,0,NA,0,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,22,2014-12-22,NA,-4,NA,-15,NA,-9.5,NA,27.5,NA,0,NA,0,NA,0,T,0,T,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,23,2014-12-23,NA,3,NA,-7,NA,-2,NA,20,NA,0,NA,2.4,NA,0,NA,2.4,NA,18,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,24,2014-12-24,NA,NA,M,NA,M,NA,M,NA,M,NA,M,9.8,NA,0,E,9.8,E,14,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,25,2014-12-25,NA,3,NA,NA,M,NA,M,NA,M,NA,M,1,NA,0,T,1,NA,4,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,26,2014-12-26,NA,4,NA,0,NA,2,NA,16,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,27,2014-12-27,NA,NA,M,0,NA,NA,M,NA,M,NA,M,2.2,NA,0,NA,2.2,NA,2,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,28,2014-12-28,NA,2,NA,-3,NA,-0.5,NA,18.5,NA,0,NA,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,29,2014-12-29,NA,-9,NA,-14,NA,-11.5,NA,29.5,NA,0,NA,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,30,2014-12-30,NA,-13,NA,-22,NA,-17.5,NA,35.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,12,31,2014-12-31,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0.6,NA,0.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,1,2015-01-01,NA,-6,NA,NA,M,NA,M,NA,M,NA,M,0,NA,9,NA,9,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,2,2015-01-02,NA,-12,NA,-21.5,NA,-16.8,NA,34.8,NA,0,NA,0,NA,0,NA,0,NA,14,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,3,2015-01-03,NA,-6,NA,-29,NA,-17.5,NA,35.5,NA,0,NA,NA,M,16,NA,NA,M,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,4,2015-01-04,NA,0,NA,-12,NA,-6,NA,24,NA,0,NA,13.4,NA,NA,M,NA,M,20,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,5,2015-01-05,NA,NA,M,-23,NA,NA,M,NA,M,NA,M,0,NA,0,T,0,T,22,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,6,2015-01-06,NA,-12,NA,-33,NA,-22.5,NA,40.5,NA,0,NA,0,NA,2,NA,2,NA,22,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,7,2015-01-07,NA,-19,NA,-27,NA,-23,NA,41,NA,0,NA,0,NA,0,T,0,T,26,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,8,2015-01-08,NA,-11,NA,-35,NA,-23,NA,41,NA,0,NA,0,NA,4,NA,4,NA,26,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,9,2015-01-09,NA,-7,NA,-19,NA,-13,NA,31,NA,0,NA,0,NA,3,NA,3,NA,30,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,10,2015-01-10,NA,-12,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,30,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,11,2015-01-11,NA,-6,NA,-24,NA,-15,NA,33,NA,0,NA,0,NA,2,NA,2,NA,30,NA,NA,NA,NA,NA,2,12,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,12,2015-01-12,NA,-4,NA,-12,NA,-8,NA,26,NA,0,NA,0,NA,2,NA,2,NA,32,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,13,2015-01-13,NA,-15,NA,-30,NA,-22.5,NA,40.5,NA,0,NA,0,NA,0,NA,0,NA,32,NA,NA,NA,NA,NA,2,5,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,14,2015-01-14,NA,-9,NA,-34,NA,-21.5,NA,39.5,NA,0,NA,NA,M,NA,M,NA,M,32,NA,NA,NA,NA,NA,2,3,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,15,2015-01-15,NA,-6,NA,-27,NA,-16.5,NA,34.5,NA,0,NA,NA,M,NA,M,NA,M,32,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,16,2015-01-16,NA,-13,NA,-20,NA,-16.5,NA,34.5,NA,0,NA,NA,M,NA,M,NA,M,40,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,17,2015-01-17,NA,-5,NA,-34,NA,-19.5,NA,37.5,NA,0,NA,NA,M,NA,M,NA,M,40,NA,NA,NA,NA,NA,2,13,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,18,2015-01-18,NA,-1,NA,NA,M,NA,M,NA,M,NA,M,NA,M,7,NA,NA,M,32,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,19,2015-01-19,NA,-2,NA,-11,NA,-6.5,NA,24.5,NA,0,NA,NA,M,NA,M,NA,M,40,NA,NA,NA,NA,NA,2,11,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,20,2015-01-20,NA,-13,NA,-25,NA,-19,NA,37,NA,0,NA,NA,M,NA,M,NA,M,38,NA,NA,NA,NA,NA,2,4,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,21,2015-01-21,NA,-7,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,36,NA,NA,NA,NA,NA,2,6,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,22,2015-01-22,NA,-4,NA,-30,NA,-17,NA,35,NA,0,NA,NA,M,NA,M,NA,M,36,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,23,2015-01-23,NA,-3,NA,-20,NA,-11.5,NA,29.5,NA,0,NA,NA,M,7,NA,NA,M,34,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,24,2015-01-24,NA,-2,NA,-5,NA,-3.5,NA,21.5,NA,0,NA,NA,M,1,NA,NA,M,40,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,25,2015-01-25,NA,-13,NA,-20,NA,-16.5,NA,34.5,NA,0,NA,NA,M,NA,M,NA,M,42,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,26,2015-01-26,NA,-9,NA,-35,NA,-22,NA,40,NA,0,NA,NA,M,NA,M,NA,M,42,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,27,2015-01-27,NA,-8,NA,-25,NA,-16.5,NA,34.5,NA,0,NA,NA,M,NA,M,NA,M,40,NA,NA,NA,NA,NA,2,3,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,28,2015-01-28,NA,-4,NA,-23,NA,-13.5,NA,31.5,NA,0,NA,0,NA,0,NA,0,NA,38,NA,NA,NA,NA,NA,2,9,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,29,2015-01-29,NA,-5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,10,NA,10,NA,38,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,30,2015-01-30,NA,-11,NA,-17,NA,-14,NA,32,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,2,15,0
ec_climate_daily,LA MACAZA QC 5599,2015,1,31,2015-01-31,NA,-13,NA,-32,NA,-22.5,NA,40.5,NA,0,NA,0,NA,1,NA,1,NA,46,NA,NA,NA,NA,NA,2,6,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,1,2015-02-01,NA,-17,NA,-27,NA,-22,NA,40,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,2,2015-02-02,NA,NA,M,-29,NA,NA,M,NA,M,NA,M,0,NA,0,T,0,T,42,NA,NA,NA,NA,NA,2,6,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,3,2015-02-03,NA,-10,NA,-36,NA,-23,NA,41,NA,0,NA,0,NA,1,NA,1,NA,42,NA,NA,NA,NA,NA,2,5,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,4,2015-02-04,NA,-5,NA,-20,NA,-12.5,NA,30.5,NA,0,NA,0,NA,4,NA,4,NA,44,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,5,2015-02-05,NA,NA,M,-28,NA,NA,M,NA,M,NA,M,0,NA,0,T,0,T,44,NA,NA,NA,NA,NA,2,10,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,6,2015-02-06,NA,-11,NA,-33,NA,-22,NA,40,NA,0,NA,0,NA,0,T,0,T,46,NA,NA,NA,NA,NA,2,14,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,7,2015-02-07,NA,-14,NA,-22,NA,-18,NA,36,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,8,2015-02-08,NA,-15,NA,-21,NA,-18,NA,36,NA,0,NA,0,NA,7,NA,7,NA,46,NA,NA,NA,NA,NA,2,12,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,9,2015-02-09,NA,-10,NA,-23,NA,-16.5,NA,34.5,NA,0,NA,0,NA,0,T,0,T,50,NA,NA,NA,NA,NA,2,13,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,10,2015-02-10,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,11,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,11,2015-02-11,NA,-8,NA,-26,NA,-17,NA,35,NA,0,NA,0,NA,6,NA,6,NA,46,NA,NA,NA,NA,NA,2,5,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,12,2015-02-12,NA,-8,NA,-16,NA,-12,NA,30,NA,0,NA,0,NA,0,T,0,T,52,NA,NA,NA,NA,NA,2,10,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,13,2015-02-13,NA,-18,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,50,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,14,2015-02-14,NA,-9,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,50,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,15,2015-02-15,NA,-19,NA,-25,NA,-22,NA,40,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,10,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,16,2015-02-16,NA,NA,M,-28,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,5,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,17,2015-02-17,NA,-10,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,2,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,18,2015-02-18,NA,-7,NA,NA,M,NA,M,NA,M,NA,M,0,NA,2,NA,2,NA,48,NA,NA,NA,NA,NA,2,4,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,19,2015-02-19,NA,-11,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1.8,NA,1.8,NA,52,NA,NA,NA,NA,NA,2,2,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,20,2015-02-20,NA,-12,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,52,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,21,2015-02-21,NA,-10,NA,-28,NA,-19,NA,37,NA,0,NA,0,NA,4,NA,4,NA,52,NA,NA,NA,NA,NA,2,19,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,22,2015-02-22,NA,-5,NA,-14,NA,-9.5,NA,27.5,NA,0,NA,0,NA,1,NA,1,NA,52,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,2,23,2015-02-23,NA,-19,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,52,NA,NA,NA,NA,NA,2,21,1
ec_climate_daily,LA MACAZA QC 5599,2015,2,24,2015-02-24,NA,-12,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,52,NA,NA,NA,NA,NA,2,12,1
ec_climate_daily,LA MACAZA QC 5599,2015,2,25,2015-02-25,NA,-6,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,50,NA,NA,NA,NA,NA,2,15,1
ec_climate_daily,LA MACAZA QC 5599,2015,2,26,2015-02-26,NA,-11,NA,-35,NA,-23,NA,41,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,12,1
ec_climate_daily,LA MACAZA QC 5599,2015,2,27,2015-02-27,NA,-7,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,17,1
ec_climate_daily,LA MACAZA QC 5599,2015,2,28,2015-02-28,NA,-3,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,23,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,1,2015-03-01,NA,-2,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,48,NA,NA,NA,NA,NA,2,29,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,2,2015-03-02,NA,NA,M,-12,NA,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,48,NA,NA,NA,NA,NA,2,23,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,3,2015-03-03,NA,-4,NA,NA,M,NA,M,NA,M,NA,M,0,NA,5,NA,5,NA,46,NA,NA,NA,NA,NA,2,14,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,4,2015-03-04,NA,3,NA,-10,NA,-3.5,NA,21.5,NA,0,NA,0,NA,0,NA,0,NA,52,NA,NA,NA,NA,NA,2,23,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,5,2015-03-05,NA,-9,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,22,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,6,2015-03-06,NA,-5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,50,NA,NA,NA,NA,NA,2,21,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,7,2015-03-07,NA,-3,NA,-14,NA,-8.5,NA,26.5,NA,0,NA,0,NA,1,NA,1,NA,50,NA,NA,NA,NA,NA,2,24,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,8,2015-03-08,NA,0,NA,-15,NA,-7.5,NA,25.5,NA,0,NA,0,T,2,NA,2,NA,52,NA,NA,NA,NA,NA,2,20,1
ec_climate_daily,LA MACAZA QC 5599,2015,3,9,2015-03-09,NA,3,NA,-12,NA,-4.5,NA,22.5,NA,0,NA,0,NA,3,NA,3,NA,52,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,10,2015-03-10,NA,8,NA,-12,NA,-2,NA,20,NA,0,NA,0,NA,0,NA,0,NA,52,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,11,2015-03-11,NA,8,NA,1,NA,4.5,NA,13.5,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,2,4,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,12,2015-03-12,NA,-3,NA,-11,NA,-7,NA,25,NA,0,NA,0,NA,0,NA,0,NA,48,NA,NA,NA,NA,NA,2,14,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,13,2015-03-13,NA,-1,NA,NA,M,NA,M,NA,M,NA,M,0,NA,2,NA,2,NA,48,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,14,2015-03-14,NA,2,NA,-5,NA,-1.5,NA,19.5,NA,0,NA,0,T,17,NA,17,NA,40,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,15,2015-03-15,NA,2,NA,-4,NA,-1,NA,19,NA,0,NA,0,T,0,T,0,T,56,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,16,2015-03-16,NA,4.5,NA,NA,M,NA,M,NA,M,NA,M,0,T,3.4,NA,3.4,NA,52,NA,NA,NA,NA,NA,2,9,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,17,2015-03-17,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,54,NA,NA,NA,NA,NA,2,5,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,18,2015-03-18,NA,-5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,2,9,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,19,2015-03-19,NA,0,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,2,15,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,20,2015-03-20,NA,5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,1,NA,1,NA,44,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,21,2015-03-21,NA,1,NA,NA,M,NA,M,NA,M,NA,M,0,T,3,NA,3,NA,46,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,22,2015-03-22,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,23,2015-03-23,NA,-3,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,14,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,24,2015-03-24,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,2,12,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,25,2015-03-25,NA,8,NA,NA,M,NA,M,NA,M,NA,M,2,NA,0,NA,2,NA,48,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,26,2015-03-26,NA,5,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,T,0,T,40,NA,NA,NA,NA,NA,2,10,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,27,2015-03-27,NA,0,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,40,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,28,2015-03-28,NA,0,NA,-18,NA,-9,NA,27,NA,0,NA,0,NA,0,NA,0,NA,40,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,29,2015-03-29,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,5,NA,5,NA,40,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,30,2015-03-30,NA,4,NA,-2,NA,1,NA,17,NA,0,NA,5.2,NA,NA,M,NA,M,42,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,3,31,2015-03-31,NA,NA,M,-12,NA,NA,M,NA,M,NA,M,0,NA,0,E,0,E,40,NA,NA,NA,NA,NA,2,9,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,1,2015-04-01,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,NA,NA,NA,NA,2,7,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,2,2015-04-02,NA,12,NA,NA,M,NA,M,NA,M,NA,M,4,NA,NA,M,NA,M,NA,M,NA,NA,NA,NA,2,11,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,3,2015-04-03,NA,13,NA,0,NA,6.5,NA,11.5,NA,0,NA,0,NA,2,NA,2,NA,32,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,4,2015-04-04,NA,1,NA,-7,NA,-3,NA,21,NA,0,NA,0,NA,0,NA,0,NA,30,NA,NA,NA,NA,NA,2,19,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,5,2015-04-05,NA,-1,NA,-13,NA,-7,NA,25,NA,0,NA,0,NA,0,NA,0,NA,28,NA,NA,NA,NA,NA,2,20,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,6,2015-04-06,NA,4,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,32,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,7,2015-04-07,NA,8,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,23,NA,NA,NA,NA,NA,2,8,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,8,2015-04-08,NA,7,NA,-11,NA,-2,NA,20,NA,0,NA,0,NA,0,NA,0,NA,20,NA,NA,NA,NA,NA,2,12,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,9,2015-04-09,NA,7,NA,-4,NA,1.5,NA,16.5,NA,0,NA,4,NA,0,NA,4,NA,18,NA,NA,NA,NA,NA,2,16,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,10,2015-04-10,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,NA,M,16,NA,NA,NA,NA,NA,2,17,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,11,2015-04-11,NA,8,NA,0,NA,4,NA,14,NA,0,NA,0,NA,0,NA,0,NA,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,12,2015-04-12,NA,NA,M,-5,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,13,2015-04-13,NA,20,NA,NA,M,NA,M,NA,M,NA,M,5,NA,0,NA,5,NA,8,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,14,2015-04-14,NA,NA,M,-2,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,4,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,15,2015-04-15,NA,12,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,16,2015-04-16,NA,17,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,17,2015-04-17,NA,19,NA,1,NA,10,NA,8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,18,2015-04-18,NA,NA,M,-5,NA,NA,M,NA,M,NA,M,2,NA,0,T,2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2015,4,19,2015-04-19,NA,14,NA,-4,NA,5,NA,13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
